INSTITUSJONSNR_FRA,AVDNR_FRA,UNDAVDNR_FRA,GRUPPENR_FRA,INSTITUSJONSNR_TIL,AVDNR_TIL,UNDAVDNR_TIL,GRUPPENR_TIL,INSTITUSJONSNAVN_BOKMAL
184,34,15,0,184,34,30,0,Universitetet i Bergen
184,34,15,20,184,34,30,20,Universitetet i Bergen
184,34,15,21,184,34,30,0,Universitetet i Bergen
184,34,15,30,184,34,30,0,Universitetet i Bergen
184,34,18,0,184,34,40,0,Universitetet i Bergen
184,34,18,10,184,34,40,0,Universitetet i Bergen
184,34,18,20,184,34,40,0,Universitetet i Bergen
184,34,18,30,184,34,0,0,Universitetet i Bergen
184,34,20,10,184,34,20,0,Universitetet i Bergen
184,34,20,98,184,34,20,0,Universitetet i Bergen
184,34,20,99,184,34,20,0,Universitetet i Bergen
184,34,30,99,184,34,30,0,Universitetet i Bergen
184,34,40,98,184,34,40,0,Universitetet i Bergen
184,34,40,99,184,34,40,0,Universitetet i Bergen
184,34,41,0,184,34,40,10,Universitetet i Bergen
184,34,50,0,184,34,30,20,Universitetet i Bergen
184,40,50,0,184,0,0,0,Universitetet i Bergen
184,40,61,0,184,0,0,0,Universitetet i Bergen
184,40,62,0,184,0,0,0,Universitetet i Bergen
184,40,63,0,184,0,0,0,Universitetet i Bergen
184,40,64,0,184,0,0,0,Universitetet i Bergen
184,41,61,0,184,0,0,0,Universitetet i Bergen
184,65,0,0,184,0,0,0,Universitetet i Bergen
184,70,0,0,184,0,0,0,Universitetet i Bergen
184,70,10,20,184,70,10,0,Universitetet i Bergen
184,70,10,30,184,70,10,0,Universitetet i Bergen
184,70,20,0,184,70,10,0,Universitetet i Bergen
184,70,30,0,184,70,10,0,Universitetet i Bergen
184,70,40,0,184,70,10,0,Universitetet i Bergen
184,70,60,0,184,70,10,0,Universitetet i Bergen
184,70,60,10,184,70,10,0,Universitetet i Bergen
184,70,70,1,184,70,70,0,Universitetet i Bergen
184,70,70,2,184,70,70,0,Universitetet i Bergen
184,70,70,3,184,70,70,0,Universitetet i Bergen
184,71,18,0,184,71,0,0,Universitetet i Bergen
184,71,20,0,184,71,0,0,Universitetet i Bergen
184,71,21,0,184,71,0,0,Universitetet i Bergen
184,71,22,0,184,71,0,0,Universitetet i Bergen
2012,5,50,40,2012,26,40,30,Oslo universitetssykehus HF
2012,5,50,60,2012,26,40,40,Oslo universitetssykehus HF
2012,5,60,0,2012,26,50,0,Oslo universitetssykehus HF
2012,5,60,10,2012,26,50,10,Oslo universitetssykehus HF
2012,5,60,20,2012,26,50,20,Oslo universitetssykehus HF
2012,5,60,30,2012,26,50,30,Oslo universitetssykehus HF
2012,5,60,40,2012,26,50,40,Oslo universitetssykehus HF
2012,5,70,0,2012,26,60,0,Oslo universitetssykehus HF
2012,5,80,0,2012,27,90,0,Oslo universitetssykehus HF
2012,5,90,0,2012,27,80,0,Oslo universitetssykehus HF
2012,5,90,90,2012,27,80,10,Oslo universitetssykehus HF
2012,8,55,0,2012,29,20,0,Oslo universitetssykehus HF
2012,8,80,0,2012,29,10,0,Oslo universitetssykehus HF
2012,9,45,0,2012,8,70,0,Oslo universitetssykehus HF
2012,9,40,0,2012,28,10,0,Oslo universitetssykehus HF
184,4,11,0,184,19,94,0,Universitetet i Bergen
184,11,0,1,184,11,0,0,Universitetet i Bergen
184,11,1,20,184,11,1,0,Universitetet i Bergen
184,11,1,30,184,11,1,0,Universitetet i Bergen
184,11,1,40,184,11,1,0,Universitetet i Bergen
184,11,1,50,184,11,1,0,Universitetet i Bergen
184,11,1,60,184,11,1,0,Universitetet i Bergen
184,11,20,50,184,11,20,0,Universitetet i Bergen
184,11,20,53,184,11,20,0,Universitetet i Bergen
184,11,20,54,184,11,20,0,Universitetet i Bergen
184,11,20,55,184,11,20,0,Universitetet i Bergen
184,11,20,56,184,11,20,0,Universitetet i Bergen
184,11,21,50,184,11,21,0,Universitetet i Bergen
184,11,21,52,184,11,21,0,Universitetet i Bergen
184,11,21,53,184,11,21,0,Universitetet i Bergen
184,11,21,54,184,11,21,0,Universitetet i Bergen
184,11,21,55,184,11,21,0,Universitetet i Bergen
184,11,21,56,184,11,21,0,Universitetet i Bergen
184,11,21,57,184,11,21,0,Universitetet i Bergen
184,11,21,61,184,11,21,0,Universitetet i Bergen
184,11,21,62,184,11,21,0,Universitetet i Bergen
184,11,21,63,184,11,21,0,Universitetet i Bergen
184,71,23,0,184,71,0,0,Universitetet i Bergen
184,71,40,0,184,71,0,0,Universitetet i Bergen
184,17,0,38,184,17,35,15,Universitetet i Bergen
184,17,0,39,184,17,0,0,Universitetet i Bergen
184,17,0,40,184,17,0,0,Universitetet i Bergen
184,17,0,41,184,17,33,0,Universitetet i Bergen
184,17,0,42,184,17,0,0,Universitetet i Bergen
184,17,1,0,184,17,0,0,Universitetet i Bergen
184,17,33,16,184,17,33,0,Universitetet i Bergen
184,17,35,1,184,17,35,15,Universitetet i Bergen
184,17,35,5,184,17,35,0,Universitetet i Bergen
184,17,35,7,184,17,35,0,Universitetet i Bergen
184,17,35,9,184,17,35,0,Universitetet i Bergen
184,18,0,1,184,18,1,0,Universitetet i Bergen
184,19,16,0,184,19,0,0,Universitetet i Bergen
184,19,22,0,184,19,0,0,Universitetet i Bergen
184,19,30,10,184,19,30,0,Universitetet i Bergen
184,19,31,0,184,19,0,0,Universitetet i Bergen
184,19,32,0,184,19,0,0,Universitetet i Bergen
184,19,40,0,184,19,0,0,Universitetet i Bergen
184,19,99,0,184,19,0,0,Universitetet i Bergen
184,20,0,11,184,11,0,0,Universitetet i Bergen
184,20,0,12,184,12,0,0,Universitetet i Bergen
184,20,0,13,184,13,0,0,Universitetet i Bergen
184,20,0,14,184,13,0,0,Universitetet i Bergen
184,20,0,15,184,15,0,0,Universitetet i Bergen
184,20,0,16,184,16,0,0,Universitetet i Bergen
184,20,0,17,184,17,0,0,Universitetet i Bergen
184,20,0,32,184,32,0,0,Universitetet i Bergen
184,20,0,33,184,21,50,0,Universitetet i Bergen
184,20,0,34,184,34,0,0,Universitetet i Bergen
184,21,20,20,184,21,20,0,Universitetet i Bergen
184,21,60,1,184,21,60,0,Universitetet i Bergen
184,21,60,10,184,21,60,0,Universitetet i Bergen
184,21,60,13,184,19,82,0,Universitetet i Bergen
184,21,60,21,184,21,60,0,Universitetet i Bergen
184,21,60,25,184,21,60,0,Universitetet i Bergen
184,21,70,17,184,21,70,0,Universitetet i Bergen
184,21,80,11,184,21,80,0,Universitetet i Bergen
184,21,80,12,184,21,80,0,Universitetet i Bergen
184,22,10,11,184,22,10,0,Universitetet i Bergen
184,22,10,12,184,22,10,0,Universitetet i Bergen
184,22,10,13,184,22,10,0,Universitetet i Bergen
184,22,10,14,184,22,10,0,Universitetet i Bergen
184,22,10,15,184,22,10,0,Universitetet i Bergen
184,22,10,20,184,22,10,0,Universitetet i Bergen
184,23,10,3,184,23,10,90,Universitetet i Bergen
305,61,0,50,305,0,0,0,UNI Research
305,61,0,70,305,0,0,0,UNI Research
305,61,3,0,305,0,0,0,UNI Research
305,61,4,14,305,61,4,0,UNI Research
305,61,4,15,305,61,4,0,UNI Research
305,61,4,16,305,61,4,0,UNI Research
305,61,4,17,305,61,4,0,UNI Research
305,61,4,18,305,61,4,0,UNI Research
305,61,11,1,305,61,11,0,UNI Research
305,61,11,2,305,61,11,0,UNI Research
305,61,11,3,305,61,11,0,UNI Research
305,61,11,4,305,61,11,0,UNI Research
305,61,11,5,305,61,11,0,UNI Research
305,61,11,6,305,61,11,0,UNI Research
305,61,16,13,305,61,18,13,UNI Research
305,61,17,1,305,61,17,0,UNI Research
305,61,17,9,305,61,17,0,UNI Research
305,61,19,0,305,61,0,0,UNI Research
305,61,22,0,305,61,0,10,UNI Research
305,61,0,0,305,0,0,0,UNI Research
305,61,0,10,305,0,10,0,UNI Research
305,61,1,0,305,1,0,0,UNI Research
305,61,4,0,305,4,0,0,UNI Research
305,61,6,0,305,6,0,0,UNI Research
305,61,11,0,305,11,0,0,UNI Research
305,61,12,0,305,12,0,0,UNI Research
305,61,16,0,305,16,0,0,UNI Research
305,61,17,0,305,17,0,0,UNI Research
305,61,17,3,305,17,3,0,UNI Research
305,61,17,5,305,17,5,0,UNI Research
305,61,17,8,305,17,8,0,UNI Research
305,61,17,11,305,17,11,0,UNI Research
305,61,17,12,305,17,12,0,UNI Research
305,61,17,13,305,17,13,0,UNI Research
305,61,17,20,305,17,20,0,UNI Research
305,61,18,0,305,18,0,0,UNI Research
305,61,18,11,305,18,11,0,UNI Research
305,61,18,12,305,18,12,0,UNI Research
305,61,18,13,305,18,13,0,UNI Research
305,61,18,14,305,18,14,0,UNI Research
305,17,5,0,305,17,4,0,UNI Research
305,6,0,0,305,4,0,0,UNI Research
184,11,21,64,184,11,21,0,Universitetet i Bergen
184,11,80,10,184,11,80,0,Universitetet i Bergen
184,12,0,1,184,12,0,0,Universitetet i Bergen
184,12,0,2,184,12,0,0,Universitetet i Bergen
184,12,0,3,184,12,0,0,Universitetet i Bergen
184,12,0,8,184,12,0,0,Universitetet i Bergen
184,12,0,10,184,12,0,0,Universitetet i Bergen
184,12,31,10,184,12,31,0,Universitetet i Bergen
184,12,31,11,184,12,31,0,Universitetet i Bergen
225,0,0,0,194,0,0,0,Høgskolen i Ålesund
184,12,31,12,184,12,31,0,Universitetet i Bergen
184,12,31,13,184,12,31,0,Universitetet i Bergen
184,12,60,10,184,12,60,0,Universitetet i Bergen
184,12,60,20,184,12,60,0,Universitetet i Bergen
184,12,60,30,184,12,60,0,Universitetet i Bergen
184,12,60,40,184,12,60,0,Universitetet i Bergen
184,12,93,0,184,70,41,0,Universitetet i Bergen
184,12,96,0,184,12,0,0,Universitetet i Bergen
184,13,0,4,184,13,0,0,Universitetet i Bergen
184,13,0,20,184,13,0,0,Universitetet i Bergen
184,13,2,0,184,13,0,0,Universitetet i Bergen
184,13,2,10,184,13,2,0,Universitetet i Bergen
184,13,9,0,184,13,0,0,Universitetet i Bergen
184,13,17,30,184,13,17,0,Universitetet i Bergen
184,13,18,20,184,13,18,0,Universitetet i Bergen
184,13,19,10,184,13,19,0,Universitetet i Bergen
184,13,44,1,184,13,44,0,Universitetet i Bergen
184,13,57,9,184,13,57,0,Universitetet i Bergen
184,14,0,0,184,13,0,0,Universitetet i Bergen
184,14,0,1,184,13,0,0,Universitetet i Bergen
184,14,1,0,184,13,0,0,Universitetet i Bergen
184,14,20,14,184,13,0,0,Universitetet i Bergen
184,15,39,0,184,15,0,0,Universitetet i Bergen
184,17,0,2,184,17,0,0,Universitetet i Bergen
184,17,0,10,184,17,1,10,Universitetet i Bergen
184,17,0,20,184,17,0,0,Universitetet i Bergen
184,17,0,21,184,17,0,0,Universitetet i Bergen
184,17,0,30,184,17,0,0,Universitetet i Bergen
184,17,0,31,184,17,0,0,Universitetet i Bergen
184,17,0,32,184,17,0,0,Universitetet i Bergen
184,17,0,33,184,17,0,0,Universitetet i Bergen
184,17,0,34,184,17,0,0,Universitetet i Bergen
184,17,0,35,184,17,0,0,Universitetet i Bergen
184,17,0,36,184,17,0,0,Universitetet i Bergen
184,17,0,37,184,17,0,0,Universitetet i Bergen
2012,3,10,0,2012,22,10,0,Oslo universitetssykehus HF
2012,3,60,0,2012,22,20,0,Oslo universitetssykehus HF
2012,3,65,0,2012,22,30,0,Oslo universitetssykehus HF
2012,3,70,0,2012,22,40,0,Oslo universitetssykehus HF
2012,3,75,0,2012,22,50,0,Oslo universitetssykehus HF
2012,3,80,0,2012,22,60,0,Oslo universitetssykehus HF
2012,3,85,0,2012,22,70,0,Oslo universitetssykehus HF
2012,3,15,0,2012,21,10,0,Oslo universitetssykehus HF
2012,3,20,0,2012,21,20,0,Oslo universitetssykehus HF
2012,3,45,0,2012,21,30,0,Oslo universitetssykehus HF
2012,3,55,0,2012,21,40,0,Oslo universitetssykehus HF
2012,3,35,0,2012,23,10,0,Oslo universitetssykehus HF
2012,4,50,0,2012,25,10,0,Oslo universitetssykehus HF
2012,4,60,0,2012,25,20,0,Oslo universitetssykehus HF
2012,4,65,10,2012,24,60,0,Oslo universitetssykehus HF
2012,4,65,20,2012,25,35,0,Oslo universitetssykehus HF
2012,4,65,30,2012,24,70,0,Oslo universitetssykehus HF
2012,4,20,0,2012,24,10,0,Oslo universitetssykehus HF
2012,4,40,0,2012,24,20,0,Oslo universitetssykehus HF
2012,4,70,0,2012,24,30,0,Oslo universitetssykehus HF
2012,4,80,0,2012,24,40,0,Oslo universitetssykehus HF
2012,4,80,10,2012,24,40,10,Oslo universitetssykehus HF
2012,4,80,20,2012,24,40,20,Oslo universitetssykehus HF
2012,4,80,30,2012,24,40,30,Oslo universitetssykehus HF
2012,4,80,40,2012,24,40,40,Oslo universitetssykehus HF
2012,4,80,50,2012,24,40,50,Oslo universitetssykehus HF
2012,4,90,0,2012,24,50,0,Oslo universitetssykehus HF
2012,5,20,0,2012,27,20,0,Oslo universitetssykehus HF
2012,5,15,0,2012,27,10,0,Oslo universitetssykehus HF
2012,5,15,10,2012,27,10,10,Oslo universitetssykehus HF
2012,5,15,12,2012,27,10,20,Oslo universitetssykehus HF
2012,5,15,13,2012,27,10,30,Oslo universitetssykehus HF
2012,5,15,20,2012,27,10,40,Oslo universitetssykehus HF
2012,5,15,40,2012,27,10,50,Oslo universitetssykehus HF
2012,5,15,70,2012,27,10,60,Oslo universitetssykehus HF
2012,5,15,81,2012,27,10,70,Oslo universitetssykehus HF
2012,5,15,83,2012,27,10,80,Oslo universitetssykehus HF
2012,5,35,0,2012,27,30,0,Oslo universitetssykehus HF
2012,5,35,11,2012,27,30,10,Oslo universitetssykehus HF
2012,5,35,20,2012,27,30,20,Oslo universitetssykehus HF
2012,5,35,30,2012,27,30,30,Oslo universitetssykehus HF
2012,5,35,40,2012,27,30,40,Oslo universitetssykehus HF
2012,5,35,50,2012,27,30,50,Oslo universitetssykehus HF
2012,5,35,70,2012,27,30,60,Oslo universitetssykehus HF
2012,5,35,80,2012,27,30,70,Oslo universitetssykehus HF
2012,5,35,90,2012,27,30,80,Oslo universitetssykehus HF
2012,5,40,0,2012,27,40,0,Oslo universitetssykehus HF
2012,5,40,20,2012,27,40,10,Oslo universitetssykehus HF
2012,5,55,0,2012,27,50,0,Oslo universitetssykehus HF
2012,4,10,0,2012,27,60,0,Oslo universitetssykehus HF
2012,5,10,0,2012,26,10,0,Oslo universitetssykehus HF
2012,5,10,20,2012,26,10,10,Oslo universitetssykehus HF
2012,5,10,30,2012,26,10,20,Oslo universitetssykehus HF
2012,5,10,40,2012,26,10,30,Oslo universitetssykehus HF
2012,5,10,50,2012,26,10,40,Oslo universitetssykehus HF
2012,5,25,0,2012,26,20,0,Oslo universitetssykehus HF
2012,5,45,0,2012,27,70,0,Oslo universitetssykehus HF
2012,5,50,0,2012,26,40,0,Oslo universitetssykehus HF
2012,5,50,20,2012,26,40,10,Oslo universitetssykehus HF
2012,5,50,30,2012,26,40,20,Oslo universitetssykehus HF
184,12,60,50,7527,0,0,0,Universitetet i Bergen
204,90,0,0,204,40,0,0,Nord universitet
204,60,0,0,204,80,0,0,Nord universitet
15707407,0,0,0,14607401,0,0,0,Kmetijski institut Slovenije
20002,0,0,0,185,16,17,0,Institutt for klinisk odontologi
194,64,70,0,194,64,20,0,Norges teknisk-naturvitenskapelige universitet
194,64,75,0,194,64,91,0,Norges teknisk-naturvitenskapelige universitet
194,64,85,5,194,64,45,0,Norges teknisk-naturvitenskapelige universitet
194,65,10,0,194,65,15,0,Norges teknisk-naturvitenskapelige universitet
194,65,15,30,194,65,15,0,Norges teknisk-naturvitenskapelige universitet
194,65,30,20,194,65,60,0,Norges teknisk-naturvitenskapelige universitet
194,65,35,0,194,65,35,5,Norges teknisk-naturvitenskapelige universitet
194,65,55,0,194,65,25,0,Norges teknisk-naturvitenskapelige universitet
194,65,60,10,194,65,60,0,Norges teknisk-naturvitenskapelige universitet
194,65,60,20,194,65,60,0,Norges teknisk-naturvitenskapelige universitet
194,66,30,50,194,66,30,0,Norges teknisk-naturvitenskapelige universitet
194,66,30,60,194,66,30,0,Norges teknisk-naturvitenskapelige universitet
194,66,35,50,194,66,35,0,Norges teknisk-naturvitenskapelige universitet
194,66,50,5,194,66,50,0,Norges teknisk-naturvitenskapelige universitet
194,66,50,10,194,66,50,0,Norges teknisk-naturvitenskapelige universitet
194,66,50,15,194,66,50,0,Norges teknisk-naturvitenskapelige universitet
194,66,50,20,194,66,50,0,Norges teknisk-naturvitenskapelige universitet
194,66,50,25,194,66,50,0,Norges teknisk-naturvitenskapelige universitet
194,66,60,5,194,66,10,0,Norges teknisk-naturvitenskapelige universitet
194,67,15,0,194,65,30,0,Norges teknisk-naturvitenskapelige universitet
194,67,30,0,194,60,20,0,Norges teknisk-naturvitenskapelige universitet
194,67,35,0,194,67,70,0,Norges teknisk-naturvitenskapelige universitet
184,11,68,3,184,11,68,0,Universitetet i Bergen
184,21,20,30,184,21,50,50,Universitetet i Bergen
194,67,50,0,194,60,25,0,Norges teknisk-naturvitenskapelige universitet
194,67,55,0,194,67,80,0,Norges teknisk-naturvitenskapelige universitet
194,67,60,0,194,67,70,0,Norges teknisk-naturvitenskapelige universitet
194,67,65,0,194,67,70,0,Norges teknisk-naturvitenskapelige universitet
194,68,0,0,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,5,194,65,1,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,6,194,16,90,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,10,194,14,30,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,11,194,14,30,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,20,194,16,50,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,21,194,16,50,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,22,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,23,194,16,30,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,24,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,30,194,15,50,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,40,194,15,32,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,41,194,15,38,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,42,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,43,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,44,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,45,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,46,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,10,47,194,15,31,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,5,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,10,194,63,60,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,20,194,66,40,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,50,194,66,35,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,60,194,64,92,0,Norges teknisk-naturvitenskapelige universitet
194,68,20,70,194,66,15,0,Norges teknisk-naturvitenskapelige universitet
184,12,60,50,184,12,60,0,Universitetet i Bergen
194,13,1,0,194,13,0,0,Norges teknisk-naturvitenskapelige universitet
194,13,1,10,194,17,0,0,Norges teknisk-naturvitenskapelige universitet
194,13,3,0,194,16,1,30,Norges teknisk-naturvitenskapelige universitet
194,14,50,0,194,16,1,30,Norges teknisk-naturvitenskapelige universitet
194,14,2,0,194,14,61,0,Norges teknisk-naturvitenskapelige universitet
194,14,10,0,194,14,40,0,Norges teknisk-naturvitenskapelige universitet
194,14,13,0,194,14,40,0,Norges teknisk-naturvitenskapelige universitet
194,14,13,15,194,14,61,0,Norges teknisk-naturvitenskapelige universitet
194,14,14,0,194,14,61,0,Norges teknisk-naturvitenskapelige universitet
194,14,15,0,194,14,50,0,Norges teknisk-naturvitenskapelige universitet
194,14,16,0,194,14,50,0,Norges teknisk-naturvitenskapelige universitet
194,14,17,0,194,14,62,0,Norges teknisk-naturvitenskapelige universitet
194,14,18,0,194,14,41,0,Norges teknisk-naturvitenskapelige universitet
194,14,31,35,194,14,34,0,Norges teknisk-naturvitenskapelige universitet
194,15,2,0,194,15,40,0,Norges teknisk-naturvitenskapelige universitet
194,15,10,0,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,15,13,0,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,15,14,0,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,15,15,0,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,15,16,0,194,15,11,0,Norges teknisk-naturvitenskapelige universitet
194,15,21,0,194,15,20,0,Norges teknisk-naturvitenskapelige universitet
194,15,32,5,194,15,32,0,Norges teknisk-naturvitenskapelige universitet
194,15,37,0,194,15,38,0,Norges teknisk-naturvitenskapelige universitet
194,15,41,5,194,15,40,0,Norges teknisk-naturvitenskapelige universitet
194,16,10,0,194,16,54,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,5,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,10,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
186,16,0,0,186,31,16,22,UiT - Norges arktiske universitet
194,16,73,15,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,20,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,25,194,16,75,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,30,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,35,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,16,73,40,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,17,1,5,194,17,1,0,Norges teknisk-naturvitenskapelige universitet
194,18,0,0,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
194,18,20,10,194,12,1,0,Norges teknisk-naturvitenskapelige universitet
194,18,20,20,194,14,51,0,Norges teknisk-naturvitenskapelige universitet
194,18,20,30,194,15,32,0,Norges teknisk-naturvitenskapelige universitet
194,18,20,40,194,16,50,0,Norges teknisk-naturvitenskapelige universitet
194,18,21,80,194,63,30,0,Norges teknisk-naturvitenskapelige universitet
194,18,21,90,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
194,18,23,0,194,65,70,0,Norges teknisk-naturvitenskapelige universitet
194,18,23,10,194,65,70,0,Norges teknisk-naturvitenskapelige universitet
194,18,23,20,194,65,70,0,Norges teknisk-naturvitenskapelige universitet
194,18,23,30,194,65,70,0,Norges teknisk-naturvitenskapelige universitet
194,18,23,50,194,65,70,20,Norges teknisk-naturvitenskapelige universitet
194,18,24,10,194,16,79,0,Norges teknisk-naturvitenskapelige universitet
194,18,24,20,194,14,30,0,Norges teknisk-naturvitenskapelige universitet
194,18,25,20,194,60,25,0,Norges teknisk-naturvitenskapelige universitet
194,19,0,0,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
194,19,0,20,194,12,1,0,Norges teknisk-naturvitenskapelige universitet
194,19,1,0,194,15,32,0,Norges teknisk-naturvitenskapelige universitet
194,19,2,10,194,14,52,0,Norges teknisk-naturvitenskapelige universitet
194,19,11,0,194,65,80,0,Norges teknisk-naturvitenskapelige universitet
194,19,11,11,194,16,50,0,Norges teknisk-naturvitenskapelige universitet
194,19,11,14,194,14,30,0,Norges teknisk-naturvitenskapelige universitet
194,19,11,15,194,16,70,0,Norges teknisk-naturvitenskapelige universitet
194,19,21,5,194,0,0,0,Norges teknisk-naturvitenskapelige universitet
184,23,10,4,184,23,10,0,Universitetet i Bergen
184,23,10,7,184,23,10,0,Universitetet i Bergen
184,23,10,11,184,23,10,0,Universitetet i Bergen
184,23,10,12,184,23,10,0,Universitetet i Bergen
184,23,10,21,184,23,10,0,Universitetet i Bergen
184,23,10,22,184,23,10,0,Universitetet i Bergen
184,23,10,23,184,23,10,0,Universitetet i Bergen
184,23,10,31,184,23,10,0,Universitetet i Bergen
184,23,10,51,184,23,10,0,Universitetet i Bergen
184,23,10,52,184,23,10,0,Universitetet i Bergen
184,32,1,20,184,32,1,0,Universitetet i Bergen
184,32,10,1,184,32,1,0,Universitetet i Bergen
184,32,11,2,184,32,11,0,Universitetet i Bergen
184,32,11,4,184,32,16,0,Universitetet i Bergen
184,32,14,0,184,32,0,0,Universitetet i Bergen
184,32,16,1,184,32,16,0,Universitetet i Bergen
184,32,18,0,184,32,0,0,Universitetet i Bergen
184,34,10,97,184,34,0,0,Universitetet i Bergen
184,34,10,98,184,34,0,0,Universitetet i Bergen
184,34,10,99,184,34,10,0,Universitetet i Bergen
184,34,20,20,184,34,20,0,Universitetet i Bergen
184,34,41,10,184,70,41,0,Universitetet i Bergen
184,70,10,10,184,70,10,0,Universitetet i Bergen
184,70,50,0,184,0,0,0,Universitetet i Bergen
184,70,70,4,184,70,70,0,Universitetet i Bergen
184,11,70,1,184,11,70,0,Universitetet i Bergen
184,11,70,2,184,11,70,0,Universitetet i Bergen
7401,80,2,0,7566,6,0,0,Stiftelsen SINTEF
7401,80,2,1,7566,6,0,0,Stiftelsen SINTEF
7401,80,2,2,7566,6,0,0,Stiftelsen SINTEF
7401,80,2,3,7566,6,0,0,Stiftelsen SINTEF
7401,80,2,4,7566,6,0,0,Stiftelsen SINTEF
7401,80,65,0,7566,6,0,0,Stiftelsen SINTEF
7566,11,0,0,7566,1,0,0,MARINTEK
7566,13,0,0,7566,7,0,0,MARINTEK
7566,14,0,0,7566,8,0,0,MARINTEK
7566,15,0,0,7566,8,0,0,MARINTEK
7566,16,0,0,7566,9,0,0,MARINTEK
7566,17,0,0,7566,1,0,0,MARINTEK
7566,22,0,0,7566,7,0,0,MARINTEK
7566,25,0,0,7566,9,0,0,MARINTEK
7566,28,0,0,7566,7,0,0,MARINTEK
7566,46,0,0,7566,9,0,0,MARINTEK
7566,53,0,0,7566,9,0,0,MARINTEK
7566,58,0,0,7566,9,0,0,MARINTEK
7566,70,0,0,7566,8,0,0,MARINTEK
7569,0,0,0,7566,0,0,0,SINTEF Fiskeri og havbruk AS
7569,81,0,0,7566,1,0,0,SINTEF Fiskeri og havbruk AS
184,34,50,10,184,34,50,0,Universitetet i Bergen
7569,82,0,0,7566,4,0,0,SINTEF Fiskeri og havbruk AS
7569,83,0,0,7566,2,0,0,SINTEF Fiskeri og havbruk AS
7569,84,0,0,7566,3,0,0,SINTEF Fiskeri og havbruk AS
7569,85,0,0,7566,5,0,0,SINTEF Fiskeri og havbruk AS
7569,86,0,0,7566,2,0,0,SINTEF Fiskeri og havbruk AS
192,3,1,0,192,16,1,0,Norges miljø- og biovitenskapelige universitet
192,3,2,0,192,10,1,0,Norges miljø- og biovitenskapelige universitet
192,3,3,0,192,15,0,0,Norges miljø- og biovitenskapelige universitet
192,3,4,0,192,16,2,0,Norges miljø- og biovitenskapelige universitet
192,3,5,0,192,10,2,0,Norges miljø- og biovitenskapelige universitet
192,3,6,0,192,16,3,0,Norges miljø- og biovitenskapelige universitet
192,3,7,0,192,16,4,0,Norges miljø- og biovitenskapelige universitet
192,1,1,0,192,14,0,0,Norges miljø- og biovitenskapelige universitet
192,1,2,0,192,11,0,0,Norges miljø- og biovitenskapelige universitet
192,1,3,0,192,11,0,0,Norges miljø- og biovitenskapelige universitet
192,2,3,0,192,12,0,0,Norges miljø- og biovitenskapelige universitet
192,2,2,0,192,13,1,0,Norges miljø- og biovitenskapelige universitet
192,2,1,0,192,16,0,0,Norges miljø- og biovitenskapelige universitet
192,34,0,0,192,50,0,0,Norges miljø- og biovitenskapelige universitet
192,36,0,0,192,50,0,0,Norges miljø- og biovitenskapelige universitet
192,38,0,0,192,50,0,0,Norges miljø- og biovitenskapelige universitet
192,46,0,0,192,50,0,0,Norges miljø- og biovitenskapelige universitet
